City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
232,Baculin,PH,2022-11-12 14:13:48,7.4525,126.5842,79.07,82,34,5.06,scattered clouds
233,Nabire,ID,2022-11-12 14:13:48,-3.3667,135.4833,76.1,92,100,3.78,overcast clouds
234,Lebu,CL,2022-11-12 14:13:48,-37.6167,-73.65,57.79,72,100,12.84,light rain
235,Muros,ES,2022-11-12 14:13:49,42.7762,-9.0603,72.68,55,100,6.78,overcast clouds
236,Henties Bay,NA,2022-11-12 14:13:49,-22.116,14.2845,64.13,67,0,15.14,clear sky
237,Russell,US,2022-11-12 14:13:49,32.3502,-85.1999,64.0,100,100,4.61,mist
238,Carlisle,US,2022-11-12 14:13:50,40.2015,-77.1889,62.64,72,100,12.71,overcast clouds
239,Dhidhdhoo,MV,2022-11-12 14:13:50,6.8833,73.1,82.08,74,100,10.47,overcast clouds
240,Salinopolis,BR,2022-11-12 14:04:06,-0.6136,-47.3561,83.28,75,45,9.46,scattered clouds
241,Bethel,US,2022-11-12 14:04:05,41.3712,-73.414,69.19,81,89,10.0,overcast clouds
242,Farah,AF,2022-11-12 14:13:21,32.5,62.5,66.0,27,100,1.7,overcast clouds
243,Hoogstraten,BE,2022-11-12 14:13:51,51.4021,4.7618,62.1,77,44,1.99,scattered clouds
244,Sao Miguel Do Araguaia,BR,2022-11-12 14:13:51,-13.275,-50.1628,90.57,45,99,2.17,light rain
245,Sembe,CG,2022-11-12 14:13:52,1.6481,14.5806,83.44,64,77,3.2,light rain
246,Gaya,IN,2022-11-12 14:13:52,24.7833,85.0,70.09,38,7,6.31,clear sky
247,Port Moresby,PG,2022-11-12 14:13:52,-9.4431,147.1797,76.96,88,50,10.27,scattered clouds
248,Sorland,NO,2022-11-12 14:13:52,67.667,12.6934,46.26,73,37,21.54,scattered clouds
249,Isla Mujeres,MX,2022-11-12 14:13:53,21.2311,-86.731,78.85,65,0,2.42,clear sky
250,Kyshtovka,RU,2022-11-12 14:13:53,56.555,76.6271,33.06,99,100,9.37,light snow
251,Balkanabat,TM,2022-11-12 14:13:53,39.5108,54.3671,54.61,50,12,1.74,few clouds
252,Khash,IR,2022-11-12 14:13:54,28.2211,61.2158,69.57,36,50,13.76,scattered clouds
253,Jieshou,CN,2022-11-12 14:13:54,33.2634,115.3611,53.22,57,100,12.21,overcast clouds
254,Arraial Do Cabo,BR,2022-11-12 14:13:54,-22.9661,-42.0278,80.46,78,40,10.36,scattered clouds
255,Port Hedland,AU,2022-11-12 14:13:54,-20.3167,118.5667,75.25,64,0,10.36,clear sky
256,Avarua,CK,2022-11-12 14:13:55,-21.2078,-159.775,71.65,73,60,10.36,broken clouds
257,Oyama,JP,2022-11-12 14:13:55,36.3,139.8,67.59,74,49,1.61,scattered clouds
258,Lompoc,US,2022-11-12 14:13:55,34.6391,-120.4579,56.79,100,0,3.44,clear sky
259,Saint Anthony,US,2022-11-12 14:06:45,45.0205,-93.218,28.35,70,100,14.97,overcast clouds
260,Ola,RU,2022-11-12 14:13:55,59.5833,151.2833,-3.78,91,15,9.69,few clouds
261,Partizanskoye,RU,2022-11-12 14:13:56,55.5006,94.39,31.57,68,91,15.12,overcast clouds
262,Batagay,RU,2022-11-12 14:13:56,67.6333,134.6333,-22.56,100,94,1.52,overcast clouds
263,Vagur,FO,2022-11-12 14:13:56,61.4732,-6.8119,48.47,86,100,11.86,overcast clouds
264,Cockburn Town,TC,2022-11-12 14:13:57,21.4612,-71.1419,81.75,76,8,14.58,clear sky
265,East London,ZA,2022-11-12 14:05:17,-33.0153,27.9116,76.14,78,40,4.61,thunderstorm
266,Pacifica,US,2022-11-12 14:09:47,37.6138,-122.4869,50.13,92,75,4.61,broken clouds
267,Korla,CN,2022-11-12 14:13:57,41.7597,86.1469,38.48,50,13,2.26,few clouds
268,Canto Do Buriti,BR,2022-11-12 14:13:57,-8.11,-42.9444,96.37,31,28,7.05,scattered clouds
269,Kodinsk,RU,2022-11-12 14:13:58,58.6881,99.1844,27.82,95,100,8.5,light snow
270,Nara,JP,2022-11-12 14:13:58,34.6851,135.8049,62.49,60,0,3.51,clear sky
271,Sursk,RU,2022-11-12 14:13:58,53.0754,45.6846,44.01,91,100,17.74,overcast clouds
272,Watsa,CD,2022-11-12 14:13:58,3.0372,29.5355,65.57,97,100,0.58,overcast clouds
273,Goderich,CA,2022-11-12 14:13:00,43.7501,-81.7165,43.92,61,100,15.84,overcast clouds
274,Meulaboh,ID,2022-11-12 14:13:59,4.1363,96.1285,75.79,92,100,3.2,light rain
275,Varhaug,NO,2022-11-12 14:13:59,58.6147,5.6457,56.79,82,24,2.3,few clouds
276,Tuktoyaktuk,CA,2022-11-12 14:05:28,69.4541,-133.0374,20.41,89,100,15.59,overcast clouds
277,Orbetello,IT,2022-11-12 14:14:59,42.4408,11.2196,65.43,51,100,4.72,overcast clouds
278,San Andres,CO,2022-11-12 14:14:59,12.5847,-81.7006,86.02,74,20,4.61,few clouds
279,Severo-Yeniseyskiy,RU,2022-11-12 14:15:00,60.3725,93.0408,22.06,95,100,5.48,light snow
280,Hot Springs,US,2022-11-12 14:11:45,34.5037,-93.0552,37.8,78,20,4.0,few clouds
281,Isla Vista,US,2022-11-12 14:15:00,34.4133,-119.861,57.02,65,0,0.0,clear sky
282,Asfi,MA,2022-11-12 14:15:00,32.2994,-9.2372,70.79,51,9,6.29,clear sky
283,Eisenerz,AT,2022-11-12 14:15:01,47.5333,14.8833,59.07,57,98,2.39,overcast clouds
284,Rock Sound,BS,2022-11-12 14:15:01,24.9,-76.2,80.94,73,100,1.52,overcast clouds
285,Krutinka,RU,2022-11-12 14:15:01,56.0055,71.5113,33.6,99,100,10.18,light snow
286,Tripoli,LY,2022-11-12 14:14:54,32.8752,13.1875,71.06,54,0,7.63,clear sky
287,Touros,BR,2022-11-12 14:15:02,-5.1989,-35.4608,85.57,59,37,11.27,scattered clouds
288,Angoche,MZ,2022-11-12 14:15:02,-16.2325,39.9086,83.43,63,0,12.08,clear sky
289,Naraini,IN,2022-11-12 14:15:02,25.1833,80.4833,70.9,38,0,2.84,clear sky
290,Abaete,BR,2022-11-12 14:15:03,-19.16,-45.4458,82.26,52,94,4.94,overcast clouds
291,Roma,US,2022-11-12 14:10:56,43.2128,-75.4557,54.52,95,100,13.8,mist
292,Ottawa,CA,2022-11-12 14:15:03,45.4112,-75.6981,55.24,93,100,3.0,overcast clouds
293,Pantai Remis,MY,2022-11-12 14:15:04,4.4557,100.6288,77.94,90,100,0.94,moderate rain
294,Makakilo City,US,2022-11-12 14:15:04,21.3469,-158.0858,73.72,64,100,8.05,overcast clouds
295,Polunochnoye,RU,2022-11-12 14:15:04,60.8697,60.4153,18.97,95,100,4.23,light snow
296,Mahajanga,MG,2022-11-12 14:15:05,-15.7167,46.3167,82.42,78,40,16.11,scattered clouds
297,Kalmunai,LK,2022-11-12 14:15:05,7.4167,81.8167,77.97,87,100,8.66,moderate rain
298,Serik,TR,2022-11-12 14:15:05,36.9169,31.0989,73.65,36,0,6.87,clear sky
299,Ilebo,CD,2022-11-12 14:15:06,-4.3167,20.5833,85.41,50,98,1.88,overcast clouds
300,Pietarsaari,FI,2022-11-12 14:15:06,63.65,22.6833,48.99,67,5,27.04,clear sky
301,Visby,SE,2022-11-12 14:15:06,57.6409,18.296,57.06,94,0,9.22,clear sky
302,Parakai,NZ,2022-11-12 14:15:07,-36.65,174.4333,61.72,93,43,8.7,scattered clouds
303,Karratha,AU,2022-11-12 14:15:07,-20.7377,116.8463,75.81,59,0,18.19,clear sky
304,Westport,US,2022-11-12 14:14:06,41.1415,-73.3579,70.27,78,20,11.5,few clouds
305,Ballina,AU,2022-11-12 14:15:08,-28.8667,153.5667,69.01,94,100,9.93,overcast clouds
306,Turka,UA,2022-11-12 14:15:08,49.1541,23.0297,47.8,78,56,2.66,broken clouds
307,Mitsamiouli,KM,2022-11-12 14:15:08,-11.3847,43.2844,79.07,71,44,4.5,scattered clouds
308,Raga,SS,2022-11-12 14:15:09,8.4596,25.678,89.82,18,100,6.06,overcast clouds
309,Mananjary,MG,2022-11-12 14:15:09,-21.2167,48.3333,77.76,65,1,9.37,clear sky
310,Hovd,MN,2022-11-12 14:15:09,48.0056,91.6419,19.85,54,6,1.45,clear sky
311,Port-Gentil,GA,2022-11-12 14:15:10,-0.7193,8.7815,80.56,83,75,12.66,broken clouds
312,Pangody,RU,2022-11-12 14:15:10,65.85,74.4859,-7.56,93,98,11.65,overcast clouds
313,Sorong,ID,2022-11-12 14:15:10,-0.8833,131.25,82.63,76,100,5.28,overcast clouds
314,Laibin,CN,2022-11-12 14:15:11,23.7,109.2667,75.94,54,5,3.74,clear sky
315,Vrangel,RU,2022-11-12 14:15:11,42.7297,133.0839,50.49,99,100,0.89,moderate rain
316,Dawson Creek,CA,2022-11-12 14:15:11,55.7666,-120.2362,8.51,96,11,4.5,few clouds
317,Jining,CN,2022-11-12 14:15:12,35.405,116.5814,49.03,64,100,12.77,overcast clouds
318,Naze,JP,2022-11-12 14:15:12,28.3667,129.4833,72.54,89,14,15.14,few clouds
319,Ikom,NG,2022-11-12 14:15:12,5.9667,8.7063,91.27,49,96,2.73,light rain
320,Vestmannaeyjar,IS,2022-11-12 14:05:34,63.4427,-20.2734,47.39,76,0,3.44,clear sky
321,Geraldton,AU,2022-11-12 14:15:12,-28.7667,114.6,61.21,55,0,17.27,clear sky
322,Grindavik,IS,2022-11-12 14:15:13,63.8424,-22.4338,43.27,93,75,8.05,broken clouds
323,Ahuimanu,US,2022-11-12 14:16:13,21.4447,-157.8378,74.91,68,75,6.91,broken clouds
324,Zyryanka,RU,2022-11-12 14:16:13,65.75,150.85,-16.35,98,96,5.64,overcast clouds
325,Staraya Toropa,RU,2022-11-12 14:16:14,56.2801,31.6702,52.41,83,98,17.16,overcast clouds
326,Tommot,RU,2022-11-12 14:12:14,58.9564,126.2925,21.34,70,99,13.73,overcast clouds
327,Ghatampur,IN,2022-11-12 14:16:14,26.1667,80.1667,71.91,40,0,5.75,clear sky
328,Sakakah,SA,2022-11-12 14:16:15,29.9697,40.2064,80.17,46,0,10.69,clear sky
329,Qujing,CN,2022-11-12 14:16:15,25.4833,103.7833,52.75,79,0,5.64,clear sky
330,Nouakchott,MR,2022-11-12 14:11:34,18.0858,-15.9785,94.93,22,98,7.81,overcast clouds
331,Ikwiriri,TZ,2022-11-12 14:16:15,-7.9562,38.9716,87.26,48,20,11.79,few clouds
332,Clyde River,CA,2022-11-12 14:16:15,70.4692,-68.5914,-11.9,94,42,4.52,scattered clouds
333,Cherskiy,RU,2022-11-12 14:16:16,68.75,161.3,-6.05,99,100,3.36,light snow
334,Bubaque,GW,2022-11-12 14:16:16,11.2833,-15.8333,81.07,61,0,2.98,clear sky
335,Waitati,NZ,2022-11-12 14:16:16,-45.75,170.5667,50.81,92,100,2.86,overcast clouds
336,Ushtobe,KZ,2022-11-12 14:16:17,45.2514,77.9838,39.34,50,44,7.52,scattered clouds
337,Komsomolskiy,UZ,2022-11-12 14:06:35,40.4272,71.7189,39.92,87,100,2.3,mist
338,Masalli,KR,2022-11-12 14:16:17,34.7959,126.6553,65.88,96,100,8.3,light rain
339,Krasnogvardeyskiy,RU,2022-11-12 14:16:17,57.3793,62.3195,35.98,99,100,7.02,light rain
340,Narsaq,GL,2022-11-12 14:16:18,60.9167,-46.05,23.22,74,40,8.34,scattered clouds
341,Rawson,AR,2022-11-12 14:06:36,-43.3002,-65.1023,66.54,56,73,21.14,broken clouds
342,Tessalit,ML,2022-11-12 14:16:18,20.1986,1.0114,89.02,11,89,7.47,overcast clouds
343,Pingliang,CN,2022-11-12 14:16:18,35.5392,106.6861,39.6,55,94,0.87,overcast clouds
344,Sterling,US,2022-11-12 14:14:27,39.0062,-77.4286,65.39,70,20,10.36,few clouds
345,Phangnga,TH,2022-11-12 14:16:19,8.4509,98.5298,77.04,92,99,4.07,overcast clouds
346,Nova Olimpia,BR,2022-11-12 14:16:19,-14.7972,-57.2881,91.78,40,97,5.03,overcast clouds
347,Severo-Kurilsk,RU,2022-11-12 14:16:19,50.6789,156.125,33.85,66,77,13.76,broken clouds
348,Port Elizabeth,ZA,2022-11-12 14:16:20,-33.918,25.5701,64.69,88,40,20.71,scattered clouds
349,Lulea,SE,2022-11-12 14:16:20,65.5842,22.1547,46.47,57,0,23.02,clear sky
350,Abha,SA,2022-11-12 14:16:20,18.2164,42.5053,66.02,59,20,11.5,few clouds
351,Ulladulla,AU,2022-11-12 14:16:21,-35.35,150.4667,61.02,95,94,1.1,overcast clouds
352,Chicama,PE,2022-11-12 14:16:21,-7.8447,-79.1469,59.54,74,94,4.88,overcast clouds
353,Iqaluit,CA,2022-11-12 14:16:21,63.7506,-68.5145,8.33,84,75,6.91,light snow
354,Ulaangom,MN,2022-11-12 14:16:22,49.9811,92.0667,19.81,88,40,2.44,scattered clouds
355,Rocky Mount,US,2022-11-12 14:16:22,35.9382,-77.7905,69.96,78,75,9.22,broken clouds
356,Vardo,NO,2022-11-12 14:16:23,70.3705,31.1107,40.98,87,100,24.16,overcast clouds
357,Westlake Village,US,2022-11-12 14:14:31,34.1458,-118.8056,53.13,36,0,4.85,clear sky
358,Irtyshskiy,RU,2022-11-12 14:16:23,58.3333,68.1333,31.1,81,99,5.77,overcast clouds
359,Chipinge,ZW,2022-11-12 14:16:23,-20.1883,32.6236,74.37,61,93,7.58,light rain
360,Chapais,CA,2022-11-12 14:16:24,49.7834,-74.8492,33.58,100,100,4.47,light snow
361,Avera,US,2022-11-12 14:16:24,33.194,-82.5271,63.91,78,8,8.46,clear sky
362,San Carlos De Bariloche,AR,2022-11-12 14:13:01,-41.1456,-71.3082,53.35,62,75,3.44,light rain
363,Acarau,BR,2022-11-12 14:16:25,-2.8856,-40.12,86.47,57,98,14.03,overcast clouds
364,Vila Franca Do Campo,PT,2022-11-12 14:16:25,37.7167,-25.4333,67.19,84,100,16.37,overcast clouds
365,Niort,FR,2022-11-12 14:16:25,46.3333,-0.3333,68.16,78,4,1.99,clear sky
366,Kovdor,RU,2022-11-12 14:16:26,67.5662,30.4758,24.46,99,96,4.03,overcast clouds
367,Show Low,US,2022-11-12 14:16:26,34.2542,-110.0298,37.15,79,0,0.0,clear sky
368,Promissao,BR,2022-11-12 14:16:26,-21.5367,-49.8581,87.53,39,42,3.83,scattered clouds
369,Albi,FR,2022-11-12 14:12:34,43.9298,2.148,73.45,50,18,5.01,few clouds
370,Gat,IL,2022-11-12 14:17:27,31.61,34.7642,79.48,34,0,9.95,clear sky
371,Santiago De Cao,PE,2022-11-12 14:17:27,-7.9589,-79.2392,60.93,94,100,6.91,fog
372,Xuanzhou,CN,2022-11-12 14:17:27,30.9525,118.7553,62.38,70,100,10.89,overcast clouds
373,Hirakud,IN,2022-11-12 14:17:28,21.5167,83.8667,72.46,58,5,1.05,clear sky
374,Maumere,ID,2022-11-12 14:17:28,-8.6199,122.2111,80.92,82,97,3.15,overcast clouds
375,Codrington,AU,2022-11-12 14:17:28,-38.2667,141.9667,54.99,95,100,14.54,overcast clouds
376,South Venice,US,2022-11-12 14:17:28,27.0531,-82.4243,81.05,84,0,6.04,clear sky
377,Bahia Honda,CU,2022-11-12 14:17:29,22.9036,-83.1592,77.52,79,0,1.61,moderate rain
378,Dharchula,IN,2022-11-12 14:17:29,29.85,80.5333,52.59,52,13,7.47,few clouds
379,Sambava,MG,2022-11-12 14:17:29,-14.2667,50.1667,77.32,78,0,13.18,clear sky
380,Dubbo,AU,2022-11-12 14:17:30,-32.25,148.6167,66.33,77,40,11.5,scattered clouds
381,Catalina Foothills,US,2022-11-12 14:17:30,32.2979,-110.9187,53.74,47,0,9.22,clear sky
382,Talcahuano,CL,2022-11-12 14:17:30,-36.7167,-73.1167,60.48,77,75,16.11,broken clouds
383,Taltal,CL,2022-11-12 14:17:12,-25.4,-70.4833,65.46,67,52,6.73,broken clouds
384,Ylojarvi,FI,2022-11-12 14:17:31,61.5563,23.5961,51.78,66,75,17.27,broken clouds
385,Vostok,RU,2022-11-12 14:17:31,46.4856,135.8833,26.85,98,100,4.16,snow
386,Kathmandu,NP,2022-11-12 14:15:19,27.7167,85.3167,59.22,82,20,5.75,few clouds
387,Hwange,ZW,2022-11-12 14:17:32,-18.3693,26.5019,78.21,60,99,8.16,light rain
388,Tinskoy,RU,2022-11-12 14:17:32,56.1525,96.9161,30.56,72,93,8.03,overcast clouds
389,Pyu,MM,2022-11-12 14:17:32,18.4833,96.4333,72.12,80,0,3.87,clear sky
390,Jiexiu,CN,2022-11-12 14:17:33,37.0244,111.9125,45.28,48,100,2.42,overcast clouds
391,Morant Bay,JM,2022-11-12 14:17:33,17.8815,-76.4093,85.62,76,83,7.58,broken clouds
392,Mae Sai,TH,2022-11-12 14:17:33,20.4335,99.8762,66.38,68,0,2.75,clear sky
393,Ponta Do Sol,PT,2022-11-12 14:17:34,32.6667,-17.1,74.03,84,100,2.98,overcast clouds
394,Nadvoitsy,RU,2022-11-12 14:17:34,63.8667,34.3167,42.33,90,100,16.26,overcast clouds
395,Noyabrsk,RU,2022-11-12 14:17:34,63.1994,75.4507,18.91,95,100,16.84,light snow
396,Constitucion,CL,2022-11-12 14:17:35,-35.3333,-72.4167,57.92,79,80,12.26,broken clouds
397,Saskylakh,RU,2022-11-12 14:17:35,71.9167,114.0833,-26.66,100,100,4.12,overcast clouds
398,Goba,ET,2022-11-12 14:17:35,7.0167,39.9833,56.61,71,82,3.58,light rain
399,Biala Podlaska,PL,2022-11-12 14:17:36,52.0324,23.1165,50.32,81,8,9.08,clear sky
400,Teya,RU,2022-11-12 14:17:36,60.3778,92.6267,24.21,96,100,4.14,overcast clouds
401,Srandakan,ID,2022-11-12 14:17:37,-7.9386,110.2506,78.57,87,100,2.19,light rain
402,Itarema,BR,2022-11-12 14:17:37,-2.9248,-39.9167,85.66,59,100,13.6,overcast clouds
403,Samarai,PG,2022-11-12 14:17:38,-10.6167,150.6667,81.01,77,95,13.44,overcast clouds
404,Rocha,UY,2022-11-12 14:17:38,-34.4833,-54.3333,75.13,55,5,9.24,clear sky
405,Whitianga,NZ,2022-11-12 14:17:38,-36.8333,175.7,59.32,94,46,5.57,scattered clouds
406,Kurilsk,RU,2022-11-12 14:17:39,45.2333,147.8833,42.39,79,100,3.27,moderate rain
407,Kitob,UZ,2022-11-12 14:17:39,39.0843,66.8332,47.98,49,5,1.99,clear sky
408,Beringovskiy,RU,2022-11-12 14:17:39,63.05,179.3167,6.64,99,95,12.19,overcast clouds
409,Naron,ES,2022-11-12 14:17:40,43.5167,-8.1528,70.65,54,35,5.73,scattered clouds
410,La Union,PE,2022-11-12 14:17:40,-5.4,-80.75,68.95,68,74,7.83,broken clouds
411,Carutapera,BR,2022-11-12 14:17:40,-1.195,-46.02,81.1,82,72,7.05,broken clouds
412,Trelew,AR,2022-11-12 14:15:44,-43.249,-65.3051,69.84,48,89,20.15,overcast clouds
413,Fontem,CM,2022-11-12 14:17:41,5.4685,9.8818,80.2,59,87,2.13,light rain
414,Gorontalo,ID,2022-11-12 14:17:41,0.5412,123.0595,76.77,95,96,3.67,overcast clouds
415,Lambari,BR,2022-11-12 14:17:41,-21.9756,-45.3503,78.85,53,63,7.65,broken clouds
416,Manta,EC,2022-11-12 14:17:42,-0.95,-80.7333,74.98,73,40,12.66,scattered clouds
417,Bereda,ES,2022-11-12 14:18:42,43.2686,-7.5406,67.14,64,48,5.41,scattered clouds
418,Natchitoches,US,2022-11-12 14:18:42,31.7668,-93.1335,45.45,87,100,12.66,overcast clouds
419,Tazmalt,DZ,2022-11-12 14:18:43,36.3868,4.3989,74.71,35,0,0.4,clear sky
420,Mount Isa,AU,2022-11-12 14:18:43,-20.7333,139.5,74.97,83,90,6.91,overcast clouds
421,Latehar,IN,2022-11-12 14:18:43,23.75,84.5,63.25,53,47,3.33,scattered clouds
422,Longyearbyen,SJ,2022-11-12 14:18:43,78.2186,15.6401,24.64,80,75,8.05,broken clouds
423,Delhi,IN,2022-11-12 14:13:54,28.6667,77.2167,71.69,43,0,3.44,haze
424,Nuuk,GL,2022-11-12 14:18:44,64.1835,-51.7216,25.41,80,75,6.91,broken clouds
425,Loveland,US,2022-11-12 14:16:22,40.3978,-105.075,29.01,75,0,1.01,clear sky
426,Handan,CN,2022-11-12 14:18:44,36.6006,114.4678,48.4,44,2,5.86,clear sky
427,Trairi,BR,2022-11-12 14:18:44,-3.2778,-39.2689,86.68,54,100,11.45,overcast clouds
428,Dargaville,NZ,2022-11-12 14:18:45,-35.9333,173.8833,58.53,93,79,6.96,broken clouds
429,Mutum,BR,2022-11-12 14:18:45,-19.8,-41.4383,72.79,89,100,1.9,overcast clouds
430,Santa Ines,BR,2022-11-12 14:18:45,-3.6667,-45.38,87.08,63,79,3.91,broken clouds
431,Loningen,DE,2022-11-12 14:18:46,52.7333,7.7667,57.22,57,78,2.55,broken clouds
432,Zhangye,CN,2022-11-12 14:18:46,38.9342,100.4517,35.92,41,43,3.98,scattered clouds
433,Catamarca,AR,2022-11-12 14:18:46,-28.4696,-65.7852,80.58,74,88,9.13,overcast clouds
434,Kaliua,TZ,2022-11-12 14:18:47,-5.0606,31.7936,76.77,62,97,6.42,overcast clouds
435,General Roca,AR,2022-11-12 14:18:47,-39.0333,-67.5833,68.63,54,98,8.93,light rain
436,Kutum,SD,2022-11-12 14:18:47,14.2,24.6667,82.31,17,0,9.91,clear sky
437,Graaff-Reinet,ZA,2022-11-12 14:18:47,-32.2522,24.5308,85.26,35,55,18.32,broken clouds
438,Gazojak,TM,2022-11-12 14:18:48,41.1875,61.4036,43.59,33,16,7.34,few clouds
439,Acapulco,MX,2022-11-12 14:16:27,16.8634,-99.8901,76.82,88,0,4.61,clear sky
440,Necochea,AR,2022-11-12 14:18:48,-38.5473,-58.7368,70.48,57,100,3.62,light rain
441,Roald,NO,2022-11-12 14:18:49,62.5833,6.1333,54.91,82,40,12.66,scattered clouds
442,Ca Mau,VN,2022-11-12 14:18:49,9.1769,105.15,76.57,91,93,5.41,overcast clouds
443,Ukiah,US,2022-11-12 14:18:49,39.1502,-123.2078,43.93,95,0,0.0,clear sky
444,Bilma,NE,2022-11-12 14:18:49,18.6853,12.9164,84.27,16,0,3.15,clear sky
445,Boende,CD,2022-11-12 14:18:50,-0.2167,20.8667,82.81,64,89,2.75,overcast clouds
446,Navirai,BR,2022-11-12 14:18:50,-23.065,-54.1906,83.88,57,100,7.02,overcast clouds
447,Kununurra,AU,2022-11-12 14:18:50,-15.7667,128.7333,84.18,70,2,8.05,clear sky
448,Merke,KZ,2022-11-12 14:18:51,42.8728,73.1786,39.31,59,0,5.17,clear sky
449,Coahuayana,MX,2022-11-12 14:18:51,18.7333,-103.6833,73.04,86,3,2.86,clear sky
450,Shar,KZ,2022-11-12 14:18:51,49.5886,81.0453,33.04,95,100,22.64,light snow
451,Saurimo,AO,2022-11-12 14:18:51,-9.6608,20.3916,73.8,76,81,6.87,light rain
452,Candido Mendes,BR,2022-11-12 14:18:01,-1.4467,-45.7167,83.41,74,52,6.06,broken clouds
453,Arman,RU,2022-11-12 14:18:52,59.7,150.1667,-5.82,87,34,8.9,scattered clouds
454,Fairfield,US,2022-11-12 14:18:52,41.2668,-73.3162,70.18,77,75,9.22,broken clouds
455,Chandur,IN,2022-11-12 14:18:52,19.7333,79.1833,71.04,60,30,4.16,scattered clouds
456,Port Keats,AU,2022-11-12 14:18:53,-14.25,129.55,83.62,68,7,7.16,clear sky
457,Caucaia,BR,2022-11-12 14:18:53,-3.7361,-38.6531,89.31,62,75,12.66,broken clouds
458,Hobe Sound,US,2022-11-12 14:18:41,27.0595,-80.1364,80.98,88,20,0.0,few clouds
459,Fukue,JP,2022-11-12 14:18:53,32.6881,128.8419,69.78,91,93,22.01,overcast clouds
460,Armeria,MX,2022-11-12 14:18:53,18.9333,-103.9667,73.47,87,16,2.57,few clouds
461,Kolondieba,ML,2022-11-12 14:18:54,11.0882,-6.8926,97.3,17,7,2.75,clear sky
462,Bereznik,RU,2022-11-12 14:18:54,62.8551,42.7072,39.02,98,100,2.35,overcast clouds
463,Faya,SA,2022-11-12 14:19:54,18.3851,42.4509,66.31,54,70,7.54,broken clouds
464,Labuhan,ID,2022-11-12 14:19:55,-6.8844,112.2051,80.65,82,100,5.12,overcast clouds
465,Tazovskiy,RU,2022-11-12 14:19:55,67.4667,78.7,-16.31,98,45,7.4,scattered clouds
466,Surt,LY,2022-11-12 14:19:55,31.2089,16.5887,72.34,52,4,1.36,clear sky
